"var","level","count_ukb_img","dist_ukb_img","count_ukb","dist_ukb","count_census","dist_census","count_hse16","dist_hse16","diff_ukb","diff_census","diff_hse"
"demo_empl_disabled","1",443,0.0151127486098318,20383,0.0405599554264337,63500,0.0603249758700097,253,0.0630293971101146,-0.0254472068166019,-0.0452122272601778,-0.0479166485002828
"demo_empl_employed",NA,NA,NA,NA,NA,125,0.000118749952500019,NA,NA,NA,NA,NA
"demo_empl_employed","0",9322,0.318015897383414,215366,0.428554940900227,317302,0.301436779425288,1486,0.370204285002491,-0.110539043516813,0.0165791179581253,-0.0521883876190778
"demo_empl_employed","1",19991,0.681984102616586,287174,0.571445059099773,735205,0.698444470622212,2528,0.629795714997509,0.110539043516813,-0.0164603680056252,0.0521883876190777
"demo_empl_homemaker","0",27795,0.948214102957732,476965,0.949108528674334,NA,NA,3740,0.931738913801694,-0.000894425716602254,NA,0.0164751891560381
"demo_empl_homemaker","1",1518,0.0517858970422679,25575,0.0508914713256656,NA,NA,274,0.0682610861983059,0.000894425716602316,NA,-0.016475189156038
"demo_empl_retired",NA,NA,NA,NA,NA,125,0.000118749952500019,NA,NA,NA,NA,NA
"demo_empl_retired","0",21083,0.719237198512605,325084,0.646881840251522,862990,0.819840172063931,3224,0.803188839063279,0.0723553582610831,-0.100602973551326,-0.0839516405506732
"demo_empl_retired","1",8230,0.280762801487395,177456,0.353118159748478,189517,0.180041077983569,790,0.196811160936721,-0.072355358261083,0.100721723503826,0.0839516405506732
"demo_empl_student","0",28998,0.989253914645379,497984,0.990934055000597,1044752,0.992514002994399,3980,0.991529646238166,-0.0016801403552178,-0.0032600883490197,-0.00227573159278727
"demo_empl_student","1",315,0.0107460853546208,4556,0.00906594499940303,7880,0.0074859970056012,34,0.00847035376183358,0.00168014035521778,0.00326008834901962,0.00227573159278723
"demo_empl_unemployed","0",28943,0.987377614027906,493031,0.981078123134477,1018343,0.967425463029815,3942,0.982062780269058,0.00629949089342885,0.0199521509980909,0.00531483375884745
"demo_empl_unemployed","1",370,0.0126223859720943,9509,0.0189218768655231,34289,0.0325745369701852,72,0.0179372197309417,-0.00629949089342885,-0.0199521509980909,-0.00531483375884741
"demo_empl_volunteer","0",28045,0.956742742128066,484152,0.963409877820671,NA,NA,4014,1,-0.00666713569260491,NA,-0.0432572578719339
"demo_empl_volunteer","1",1268,0.043257257871934,18388,0.036590122179329,NA,NA,NA,NA,0.00666713569260495,NA,NA
"demo_ethnicity_4way","01-White",28447,0.970456793913963,472729,0.94067934890755,953821,0.906129587548165,3584,0.892874937717987,0.0297774450064134,0.0643272063657981,0.077581856195976
"demo_ethnicity_4way","02-Mixed/Other",417,0.0142257701361171,11868,0.0236160305647312,16895,0.0160502435799026,82,0.0204285002491281,-0.00939026042861408,-0.00182447344378549,-0.00620273011301097
"demo_ethnicity_4way","03-Asian",285,0.00972264865418074,9882,0.0196641063397938,53946,0.0512486795005282,223,0.0555555555555556,-0.00994145768561311,-0.0415260308463475,-0.0458329069013748
"demo_ethnicity_4way","04-Black",164,0.00559478729573909,8061,0.0160405141879253,27970,0.0265714893714043,111,0.0276532137518685,-0.0104457268921862,-0.0209767020756652,-0.0220584264561294
"demo_ethnicity_4way","99-DNK/Refused",NA,NA,NA,NA,NA,NA,14,0.00348779272546089,NA,NA,NA
"demo_ethnicity_full","01-White",26987,0.920649541159213,443184,0.881888008914713,907988,0.862588254964698,NA,NA,0.0387615322444993,0.0580612861945146,NA
"demo_ethnicity_full","02-White Irish",737,0.0251424282741446,13209,0.0262844748676722,12829,0.0121875451249819,NA,NA,-0.00114204659352765,0.0129548831491626,NA
